,prompt,clip_inter
482,"a portrait of girl demoness fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ","['a woman in a costume with horns on her head', ' morgana from league of legends', ' samira from league of legends', ' 2. 5 d cgi anime fantasy artwork', ' holy cyborg necromancer girl', ' necromancer sorceress', ' portrait of jinx from arcane', ' evil sorceress', ' detailed digital 2d fantasy art', ' digital 2d fantasy art']"
483,this image will make you fall asleep ,"['a woman and a man sleeping in a bed', ' asleep', ' sleeping', ' sleep', ' he holds her while she sleeps', ' portrait of a woman sleeping', ' sleepy', ' snoring', ' lovers melting into bed', ' still image', ' couple on bed', ' laying in bed', ' .. if only i could sleep', ' photo of a beautiful', ' mixed art', ' soft - warm', ' a dream', ' dreamy soft']"
484,"a portrait of an ape portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ","['a group of three gorillas with different facial expressions', ' four faces in one creature', ' by Darek Zabrocki', ' ape', ' in style of primal apes', ' realistic illustration', ' by Adam Manyoki', ' clones', ' by Adam Marczyński', ' rob mcnaughton', ' quadrupedal', ' by Georgina Hunt', ' inspired by Sam Spratt', ' monkeys']"
485,"photograph of a stone cairn in scotland, starry night, leica summilux 2 4 mm lens, iso 1 0 0, f / 8, portra 4 0 0, award winning ","['a pile of rocks sitting on top of a lush green field', ' long exposure photograph', ' long exposure photo', ' long exposure shot', ' long exposure photography', ' long exposure', ' night sky photography', ' nightime long exposure', ' wide angle landscape photography', ' long exposure ; sharp focus', ' inspiring', ' balanced composition', ' by Alexander Robertson', ' landscape photo', ' by Edward Corbett', ' stones falling from the sky']"
486,"a bokeh photo of a zombie hitman with a loaded silencer gun, documentary film, an ultrafine detailed painting by james jean, cgsociety, figurative art, detailed painting, dystopian art, high detail greg rutkowski and andreas rocha, tristan eaton, victo ngai, artgerm, rhads, ross draws ","['a man with a gun in his hand', ' zombie in horror concept art', ' stefan koidl inspired', ' detailed 4k horror artwork', ' james gurney painting style', ' by maxim verehin', ' cyberpunk horror style', ' by Ludwik Konarzewski Jr', ' wojtek fus', ' terminator art', ' cyborg zombie', ' inspired by John Carpenter', ' by Tyler Jacobson']"
487,"concept art of translucent glowing curvy buxom brown fairy dancing, renaissance, flowy, melting, round moons, rich clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, epic fantasy art, very colorful, ornate intricate scales, walls and floor of cave made of skulls, fractal gems, 8 k, hyper realistic ","['two beautiful women dancing in a forest', ' karol bak uhd', ' ethereal fantasy', ' digital art fantasy art', ' digital art fantasy', ' fantasy art behance', ' very beautiful fantasy art', ' beautiful fantasy art', ' breathtaking fantasy art', ' fantasy digital art', ' dramatic fantasy art', ' karol bak and peter mohrbacher', ' beautiful art uhd 4 k', ' beautiful fantasy painting']"
488,"a gauguinesque, kitchen oil painting of pink flowers on a table top and a silver vase by edouard vuillard, flickr, cloisonnism, fauvism, studio portrait, painterly ","['a painting of pink flowers in a red vase', ' vase with flowers', ' by Louis Anquetin', ' vase of flowers', ' felix vallotton', ' by Félix Vallotton', ' by Paula Modersohn-Becker', ' style of olidon redon', ' pink flowers', ' still life with flowers', ' by Cuno Amiet', ' odilon redon. drexler']"
489,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, machines! unreal engine, 8 k, volumetric lighting, octane render ","['a room filled with lots of different types of machines', ' dan mumford. octane render', ' dan mumford. 8 k octane render', ' detailed cyberpunk illustration', ' cyberpunk garage on jupiter', ' cyberpunk basement', ' like a cyberpunk workshop', ' cyberpunk themed art', ' dan mumford. maya render', ' cyberpunk art style', ' cyberpunk setting', ' cyberpunk blade runner art', ' cyberpunk pixel art', ' cyberpunk digital painting']"
490,"nordic mire, a sculpture of a 1 9 th century woman working, scenic sunrise, hdr, photorealism, mist, enchanting scenery, nikon d 8 5 0, wide lens, sigma 5 5 ","['a statue of a woman with a gun in a field', ' by Sebastian Spreng', ' by Jesper Knudsen', ' by Dietmar Damerau', ' eerie moorlands behind her', ' place of battle', ' by Thomas Häfner', ' scotland', ' inspired by Caspar David Friedrich', ' morning golden hour', ' by Juergen von Huendeberg', ' during dawn']"
491,"a portrait of girl chronomancer glass jewelry padlocks fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ","['a girl with a sword and a chain around her neck', ' arcane art style', ' beautiful necromancer girl', ' beautiful girl necromancer', ' /!\\ the sorceress', ' anime fantasy illustration', ' 2. 5 d cgi anime fantasy artwork', ' anime in fantasy style', ' epic mage girl character', ' epic fantasy art style', ' mechanized witch girl']"
492,a portrait painting of alice turnes ,"['a painting of a woman in a blue dress', ' portrait n - 9', ' oil portrait', "" woman's portrait"", ' portrait of woman', ' front portrait', ' a portrait of a woman', ' mid portrait', ' woman portrait', ' three quarter portrait', ' close up portrait', ' close - up portrait', ' close-up portrait', ' oil painting portrait', ' detailed portrait of a woman', ' female portrait', ' close portrait']"
493,caravaggio oil landscape painting of a bat going though the portal to the underworlds ,"['a painting of a woman sitting in a cave', ' heade', ' heade martin johnson', ' by Lorenzo Lotto', ' delaroche', ' by John Martin', ' arnold bocklin', ' by Georges de La Tour', ' by Arnold Böcklin', ' martin johnson heade matrix', ' inspired by Geertgen tot Sint Jans', ' inspired by John Martin', ' hieronymus bosch style']"
494,"drunken pig rolling down hill into meticulously placed bowling pins, a strike! ","['a pig jumping over a green tube in front of a crowd', ' flying pig', ' a pig', ' hybrid of pig and nyc policeman', ' robotic pig', ' half pig', ' pig pig pig', ' inspired by Roger Ballen', ' giant pig', ' pig', ' “pig', ' inspired by Zhang Kechun', ' piglet', ' by Zhang Kechun', ' pigs', ' leaping towards viewer']"
495,five ,"['a group of people standing next to each other', ' few eyeballs', ' ( few clouds )', ' album cover', ' new album cover', ' very fine artwork', ' five fingers', ' album artwork', ' eve', ' fivestarstory style', ' evil album cover', ' promotional art', ' alternate album cover', ' few clouds', ' few details', ' album cover!', ' promotional artwork', ' official artwork', ' fpv']"
496,"a portrait of girl alchemist in blue dress, witch hat, gold magic book, gold magic explosion, gold magic, magic circle, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ","['a girl in a blue hat holding a gold coin', ' female mage!', ' sorcerer magic witch', ' closeup portrait of an mage', ' epic mage girl character', ' portrait of a female mage', ' fantasy mage', ' female mage', ' portrait of a mage', ' mage', ' black - haired mage', ' female wizard', ' mages', ' pretty sorceress', ' from the black mage cemetery!!!', ' beautiful celestial mage']"
497,"an elaborate staircase painted by a master artist, detailed, unreal engine, 4 k octane render, raytracing, volumetric lighting, epic, shadows, reflections, massive structures ","['a staircase in a building with a clock on the wall', ' unreal engine render concept art', ' intricate detail. unreal engine', ' gothic epic library concept', ' unreal engine fantasy art', ' fantasy architecture', ' detailed unreal engine 5 render', ' unreal engine 5 render dramatic', ' unreal engine 5 render', ' unreal engine 5 digital art', ' highly realistic concept art', ' elven architecture']"
498,"joan of arc at the club, by greg rutkowski gaston bussiere craig mullins ","['a painting of a woman holding a baseball bat', ' she is holding a sword', ' holding a sword on her shoulder', ' by Randolph Schwabe', ' joan of arc', ' inspired by Carl Heinrich Bloch', ' long sword in her hand', ' by Abbott Handerson Thayer', ' holding a spear', ' ledmund leighton', ' steve huston', ' holding a scepter', ' by Jane Freeman']"
499,a blissful african wild / painted dog pup eating and licking his graham crackers ( that i just tossed him ) : a good boy ,"['a close up of a hyeno in a field', ' the african painted dog', ' an african wild dog sitting up!', ' spotted ultra realistic', ' hyena', ' beautifully painted', ' hyena fursona', ' by Juergen von Huendeberg', ' by Dietmar Damerau', ' proud looking', ' portrait of a hyena girl', ' feathers exotic morphing hoopoe']"
500,"the last surviving mammoth frightened, and roaring while looking upwards, in a green grass field in iceland, cloudy sky with perfect thunders, gloomy ashen atmosphere, realistic photograph, landscape photography, digital hyper realism, sharp focus on subject, 8 k octane render ","['a wooly mammoth standing in a grassy field', ' mammoth', ' huge tusks', ' an ancient creature', ' ancient creature', ' realistic photography paleoart', ' megafauna', ' menacing!!!', ' hd wallpaper', ' huge horns', ' d & d loxodon', ' giant horns', ' pre - historic', ' looming creature with a long', ' mastodon', ' golden mammoth in a ruined city']"
501,"shattered fractured glass texture, toucan creature with deer antlers, lake, reflections, massive oval mirrors, cinematic, filmic, ray tracing reflections, detailed and intricate, elegant, ornate, realistic, golden hour, stormy weather, ominous, dark wet walls of a dungeon, mirror portal, true detective forest ","['two oval mirrors on a wall with a reflection of a person in the mirror', ' broken mirrors composition', ' photo - manipulation', ' photo manipulation', ' world seen only through a portal', ' erik johansson style', ' symmetric matte painting', ' 4 k surrealism', ' creative photo manipulation', ' there are two sides to the story', ' surrealism background', ' surrealistic digital artwork', ' alternative reality mirrors']"
502,"brawl stars character holding a weapon, 2 d digital art, in a desert, blue sky ","['a cartoon character holding a hammer in a desert', ' brawl stars', ' pepe the miner', ' stylized 3 d', ' 3 d icon for mobile game', ' toon shader', ' cool desert', ' epic art style', ' stylized art', ' stylized game art', ' 2d illustration', ' 2 d illustration', ' 2 d render', ' bryce 3 d style', ' game icon stylized']"
503,"peggy gou by disney pixar, cgsociety, octane render, very detailed 3 d ","['a woman wearing glasses and a white shirt', ' closeup character portrait', ' 8k portrait render', ' semi - realistic render', ' close up character', ' 3d character realistic', ' kawaii realistic portrait', ' character concept portrait of me', ' character portrait of me', ' 3d portrait', ' pouty look :: octane render', ' stylized portrait', ' lofi portrait', ' detailed character portrait', ' character portrait closeup']"
