,prompt,clip_inter
301,"alien egg, cocoon, transparent, inside outline of an owl, neon blue glow from inside, bright colors, space around ","['a green and blue alien egg with eyes', ' 2d illustration', ' 2 d illustration', ' 2. 5 d illustration', ' caring alien life form', ' hatching', ' chillhop', ' digital 2d illustration', ' filled with bioluminescence', ' an egg', ' inspired by Ei-Q', ' magic frozen ice phoenix egg', ' jen bartel', ' beautiful space star planet neon']"
302,"moon sea and night sky with stars and galaxies, cloud, ornate detailed background, trending on artstation, by rossdraws, thomas kinkade ","['a painting of a heart shaped cloud in the sky', ' dreamy night', ' dreamy art', ' fantasy puffy sky', ' dreamy', ' stars and moons in the sky', ' big moon and stars in the sky', ' stary sky', ' dreamy atmosphere', ' sitting on the cosmic cloudscape', ' beautiful art', ' background artwork', ' the moon and stars', ' in the astral plane ) ) )', ' sky night']"
303,"photograph of a cairn inside a glass jar, on a mountain top in scotland, leica summilux 2 4 mm lens, iso 1 0 0, f / 8, portra 4 0 0, award winning ","['a jar of oil sitting on top of a rocky hill', ' in scotland', ' fjords in background', ' scotland', ' infused with aurora borealis', ' sharp focus on scenery', ' miniature product photo', ' on display', ' scottish highlands', ' by Alison Watt', ' skye meaker', ' on top of a mountain', ' high quality product photo', ' commercial product photography', ' very atmospheric']"
304,"high detail, macro portrait photo, a extremely beautiful young woman of dutch ancestry with blue eyes and long blonde permed hair, perfect teeth smiles at the camera, set in a dimly lit bar at golden hour, shot using a zeiss supreme prime lens ","['a close up of a person with blue eyes', ' vivid blue eyes', ' piercing bright blue eyes', ' bright blue eyes', ' clear blue eyes', ' with vivid blue eyes', ' blue eyes and a wide face', ' glowing blue eyes', ' piercing blue eyes', ' blue - eyes', ' blue-eyes', ' azure blue eyes', ' with blue eyes', ' blue-eyed', ' a portrait of a blue eye girl']"
305,"a portrait of emily blunt cultist of yog sothoth golden bangles arcane and ultrafine detailed painting, detailed painting, detailed glowing eyes!!, final fantasy lovecraft ghibly dark ominous atmosphere ","['a black and white photo of a woman', ' dark natasha', ' faceless people dark', ' tilt shift h.r giger background', ' severus snape', ' portrait of john wick', ' spooky photo', ' upper body avatar', ' johnny silverhand', ' blurred', ' slender man', ' humanoid figure', ' heavy jpeg artifact blurry', ' creepy black figure standing', ' summer glau as cortana from halo']"
306,"a cyberpunk goddess, vi, side portrait, striking, defiant, spotlight, paint drips, paint splatter, vibrant colors, 1 9 years old, beautiful eyes, by marco paludet and gianni strino and marion bolognesi ","['a painting of a woman with colorful paint on her face', ' colorful digital painting', ' art of alessandro pautasso', ' vibrant digital painting', ' gorgeous digital art', ' beautiful digital artwork', ' stunning digital painting', ' colorfull digital fantasy art', ' stunning digital art', ' colorful art', ' stunning digital illustration', ' gorgeous digital painting', ' inspiring digital art', ' colourful movie art', ' cgsociety saturated colors']"
307,"portrait of a cyborg dragon, digital art, lense flair, octane render, film, cinematic lighting, film studio photo ","['a statue of a dragon with a large mouth', ' alduin', ' a dragon made of machine parts', ' giant kaiju dragon monster', ' nazgul mandelbulb', ' monster statues', ' zoids art', ' godzilla vs mechagodzilla', ' zoids', ' mechagodzilla', ' octane render godrays', ' colossal dragon as background', ' robot monster in background', ' colossal dragon in background']"
308,close - up face of schoolgirl j - pop av idol actress. by apofiss painting by apofiss. style by apofiss. by apofiss. by apofiss ,"['a painting of a girl with a bow on her head', ' painted in anime painter studio', ' made with anime painter studio', ' kawaii realistic portrait', ' realistic anime 3 d style', ' anime realism style', ' ilya kuvshinov face', ' kuvshinov ilya', ' ilya kuvshinov style', ' semirealistic anime style', ' hyper realistic anime', ' illya kuvshinov']"
309,eminem eating candy floss in the desert with dolphins ,"['a couple of men sitting on top of a sandy beach', ' at the desert', ' boards of canada', ' desert!!!', ' on the desert', ' in the desert', ' in desert', ' in a desert', ' desertpunk', ' cool desert', ' mars vacation photo', ' desert circus mystics', ' in the middle of the desert', ' in the desert beside the gulf', ' desert circus', ' infected mushroom']"
310,"giant cyborg, simulation theory, highly detailed, artstation, art by vladimir motsar and emika lightweaver and nicholas cort and paul pepera ","['a large robot standing in front of a city', ' mech robot futuristic', ' painterly humanoid mecha', ' tremendous mecha robot', ' pacific-rim-mech in background', ' battlemech', ' mega humanoid mech', ' robot concept art', ' comic book style battlemech', ' full body mech', ' humanoid mech', ' mech body', ' mech robot', ' pacific rim jaeger']"
311,"artistic portrait of a confident and mature looking northern blond lady in black bdsm leather cat mask, beautiful blue eyes and red lips, fit abs and muscules, art by artgerm and greg rutkowski and magali villeneuve and noobovich, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, masterpiece ","['a painting of a woman with red lips and a black hood', ' glossy digital painting', ' sultry digital painting', ' smooth. digital painting', ' dominatrix', ' digital painting - n 5', ' ultra detail. digital painting', ' sharp digital painting', ' digital painting”', ' low detailed. digital painting', ' # 1 digital painting of all time', ' #1 digital painting of all time']"
312,"guts from berserk, symmetric armor, highly detailed, male, smooth, sharp focus, dark fantasy, greyscale, digital illustration, by artgerm, greg rutkowski, alphonse mucha ","['a drawing of a man in armor with a sword', ' intricate ornate armor', ' intricate armor', ' armored warrior', ' intricate detailed armour', ' ornate armour', ' intricate metal armor', ' ornate armor', ' thick armor', ' fantasy knight', ' intricate metal armour', ' evil knight', ' armored knight', ' epic pencil illustration', ' heavy fantasy armor', ' detailed intricate ornate armour', ' gothic knight', ' armoured warrior', ' detailed fantasy armor']"
313,"portrait of mileena, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ","['a woman in a costume with a clock and gears on her head', ' portrait of a mechanical girl', ' fashionable cyberpunk mechanoid', ' cyborg noble woman', ' portrait of a cyberpunk machine', ' cyborg - girl', ' cyberpunk flowerpunk', ' cyberpunk robotic elvish queen', ' cyborg girl', ' cyborg woman', ' cyborg fashion model', ' portrait of a cyborg queen', ' perfect cyborg female', ' detailed portrait of a cyborg']"
314,"low - fi analog photography. liminal space, submarine interior with aquarium. cheap tv film set. strange, nonsensical, unsettling, dreamlike, infinite. ","['a couple of orange balls sitting in front of a fish tank', ' under water deep sea laboratory', ' underwater home', ' inside an underwater train', ' at inside of a future submarine', ' aquarium', ' giant whale tank with legs', ' underwater ink env', ' scifi gadgets in a pond', ' humans hide in the underwater', ' incubator medpods', ' deep sea picture', ' underwater', ' scenic full shot', ' giant submarine']"
315,"a vibrant emotional animation key shot of cute dog, studio ghibli, pixar and disney animation, sharp, disney concept art watercolor illustration by shinji kimura and alphonse mucha and alena aenami, pastel color palette, bloom!!, dramatic lighting ","['a painting of a dog sitting on a tree stump', ' by Lois van Baarle', ' painting of cute dog', ' inspired by Lois van Baarle', ' official fanart', ' detailed fanart', ' anthropomorphic dog', ' fanart ”', ' fursona art', ' background art', ' by Aneurin Jones', ' beautiful painting of a tall', ' by Clément Serveau', ' by Muggur']"
316,"photo environement cyberpunk wood : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ","['a city street with a train on the tracks', ' dirty cyberpunk city', ' cyberpunk blade runner art', ' cyberpunk dreamscape', ' dystopian cyberpunk city', ' hyper realistic cyberpunk city', ' cyberpunk city', ' cyberpunk city abandoned', ' paul lehr and beeple', ' dire cyberpunk city', ' cyberpunk apocalyptic city', ' bladerunner city landscape', ' digital concept art of dystopian', ' in a futuristic cyberpunk city']"
317,"hugo weaving as a 1 9 8 0 s marvel villain eldrad, volumetric dark natural light, dark enlightenment, alchemy, albedo, digital painting, by zdzislaw beksinski, jack kirby, tom lovell, alex malveda, greg staples ","['a purple vase with a green plant in it', ' mysterio', ' green lantern', ' the green lantern', ' textless', ' centered image', ' avatar image', ' large diffused glowing aura', ' colorized photon', ' illithid', ' artistic photo', ' warlock', ' inverse dark glowing power aura', ' the riddler', ' spooky photo', ' green doom guy', ' green goblin portrait', ' glowing dark aura']"
318,thanjavur painting of a highland cow and a hippopotamus. ,"['a painting of a bull with horns in a field', ' bull', ' an ox', ' inspired by Giuseppe Bernardino Bison', ' by Henri Rousseau', ' by Fernando Botero', ' inspired by Fernando Botero', ' by Victor Brauner', "" that resembles a bull\\'s"", ' buffalo', ' by Sándor Bortnyik', ' by Viktor de Jeney', ' by Giuseppe Bernardino Bison']"
319,a cannabis colas dispersing dank flavour into the wind a painting by rukowski ,"['a painting of a marijuana plant on a blue background', ' marijuana organic painting', ' ganja', ' marihuana', ' marijuana asymmetrical', ' nug pic', ' oil-on-canvas', ' personification of marijuana', ' oil on canvas high angle view', ' 420', ' 4 2 0', ' by Justus van Gent', ' buds', ' hyperdetailed oil painting', ' oil on the canvas']"
320,"biohazard portrait of gandalf, tesla coils!, as mad scientist in laboratory au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","['a close up of a person with a beard', ' closeup character portrait', ' portrait of gandalf', ' hyperdetailed fantasy character', ' character portrait closeup', ' closeup portrait of an mage', ' high detail iconic character', ' dwarf with white hair', ' fantasy character portrait', ' ultra detailed portrait', ' gandalf (lotr', ' wojtek fus', ' hyperrealistic fantasy art', ' gandalf from lord of the rings']"
321,"a highly detailed matte painting of bloodborne kart, by studio ghibli, makoto shinkai, by artgerm, by wlop, by greg rutkowski, volumetric lighting, octane render, 4 k resolution, trending on artstation, masterpiece ","['a horse drawn carriage in front of a castle', ' bloodborne concept art', ' dark fantasy city', ' victorian steampunk mega city', ' victorian city', ' bloodborne art', ' inside an gothic dystopian', ' victorian steampunk city vista', ' ancient steampunk city', ' steampunk city on the background', ' an victorian city', ' dark fantasy concept art', ' steampunk city background', ' steampunk city', ' grimdark matte fantasy painting']"
